base,intersect to,T,det,signature,matrix
30,9,11,225,1,-8 1 0 0 0 0 0 0 0 0 0 -6;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -1 1 0 0 0 0 0 0 1 1;0 0 1 -3 1 0 0 0 0 0 0 -1;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 0 0 -1 1;-6 0 1 -1 0 0 0 0 0 0 1 -1
30,10,12,-484,1,-8 1 0 0 0 0 0 0 0 0 0 0 -6;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -1 1 0 0 0 0 0 0 1 1;0 0 0 1 -4 1 0 0 0 0 0 0 -2;0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 1 -2 0 0;0 0 0 1 0 0 0 0 0 0 0 -1 1;-6 0 0 1 -2 0 0 0 0 0 0 1 -2
30,11,9,49,1,-7 1 0 0 0 0 0 0 0 -5;1 -1 1 0 0 0 0 0 1 1;0 1 -2 1 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -2 0 0;0 1 0 0 0 0 0 0 -1 1;-5 1 0 0 0 0 0 0 1 1
30,12,11,400,1,-7 1 0 0 0 0 0 0 0 0 0 -5;1 -3 1 0 0 0 0 0 0 0 0 -1;0 1 -1 1 0 0 0 0 0 0 1 1;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 0 0 -1;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 0 0 -1 1;-5 -1 1 0 -1 0 0 0 0 0 1 -1
30,13,10,-169,1,-7 1 0 0 0 0 0 0 0 0 -5;1 -2 1 0 0 0 0 0 0 0 0;0 1 -1 1 0 0 0 0 0 1 1;0 0 1 -3 1 0 0 0 0 0 -1;0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 0 -1 1;-5 0 1 -1 0 0 0 0 0 1 0
30,14,11,361,1,-7 1 0 0 0 0 0 0 0 0 0 -5;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -1 1 0 0 0 0 0 1 1;0 0 0 1 -4 1 0 0 0 0 0 -2;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -2 0 0;0 0 0 1 0 0 0 0 0 0 -1 1;-5 0 0 1 -2 0 0 0 0 0 1 -1
30,15,8,-36,1,-6 1 0 0 0 0 0 0 -4;1 -1 1 0 0 0 0 1 1;0 1 -2 1 0 0 0 0 0;0 0 1 -2 1 0 0 0 0;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -2 0 0;0 1 0 0 0 0 0 -1 1;-4 1 0 0 0 0 0 1 2
30,16,10,-289,1,-6 1 0 0 0 0 0 0 0 0 -4;1 -3 1 0 0 0 0 0 0 0 -1;0 1 -1 1 0 0 0 0 0 1 1;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 0 -1 1;-4 -1 1 0 -1 0 0 0 0 1 0
30,17,9,121,1,-6 1 0 0 0 0 0 0 0 -4;1 -2 1 0 0 0 0 0 0 0;0 1 -1 1 0 0 0 0 1 1;0 0 1 -3 1 0 0 0 0 -1;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 -1 1;-4 0 1 -1 0 0 0 0 1 1
30,18,10,-256,1,-6 1 0 0 0 0 0 0 0 0 -4;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -1 1 0 0 0 0 1 1;0 0 0 1 -4 1 0 0 0 0 -2;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -2 0 0;0 0 0 1 0 0 0 0 0 -1 1;-4 0 0 1 -2 0 0 0 0 1 0
30,19,7,25,1,-5 1 0 0 0 0 0 -3;1 -1 1 0 0 0 1 1;0 1 -2 1 0 0 0 0;0 0 1 -2 1 0 0 0;0 0 0 1 -2 1 0 0;0 0 0 0 1 -2 0 0;0 1 0 0 0 0 -1 1;-3 1 0 0 0 0 1 3
30,20,9,196,1,-5 1 0 0 0 0 0 0 0 -3;1 -3 1 0 0 0 0 0 0 -1;0 1 -1 1 0 0 0 0 1 1;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 -1 1;-3 -1 1 0 -1 0 0 0 1 1
30,21,8,-81,1,-5 1 0 0 0 0 0 0 -3;1 -2 1 0 0 0 0 0 0;0 1 -1 1 0 0 0 1 1;0 0 1 -3 1 0 0 0 -1;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 -1 1;-3 0 1 -1 0 0 0 1 2
30,22,9,169,1,-5 1 0 0 0 0 0 0 0 -3;1 -2 1 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0;0 0 1 -1 1 0 0 0 1 1;0 0 0 1 -4 1 0 0 0 -2;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -2 0 0;0 0 0 1 0 0 0 0 -1 1;-3 0 0 1 -2 0 0 0 1 1
30,23,6,-16,1,-4 1 0 0 0 0 -2;1 -1 1 0 0 1 1;0 1 -2 1 0 0 0;0 0 1 -2 1 0 0;0 0 0 1 -2 0 0;0 1 0 0 0 -1 1;-2 1 0 0 0 1 4
30,24,8,-121,1,-4 1 0 0 0 0 0 0 -2;1 -3 1 0 0 0 0 0 -1;0 1 -1 1 0 0 0 1 1;0 0 1 -2 1 0 0 0 0;0 0 0 1 -3 1 0 0 -1;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 -1 1;-2 -1 1 0 -1 0 0 1 2
30,25,7,49,1,-4 1 0 0 0 0 0 -2;1 -2 1 0 0 0 0 0;0 1 -1 1 0 0 1 1;0 0 1 -3 1 0 0 -1;0 0 0 1 -2 1 0 0;0 0 0 0 1 -2 0 0;0 0 1 0 0 0 -1 1;-2 0 1 -1 0 0 1 3
30,26,8,-100,1,-4 1 0 0 0 0 0 0 -2;1 -2 1 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0;0 0 1 -1 1 0 0 1 1;0 0 0 1 -4 1 0 0 -2;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -2 0 0;0 0 0 1 0 0 0 -1 1;-2 0 0 1 -2 0 0 1 2
30,27,5,9,1,-3 1 0 0 0 -1;1 -1 1 0 1 1;0 1 -2 1 0 0;0 0 1 -2 0 0;0 1 0 0 -1 1;-1 1 0 0 1 5
30,28,7,64,1,-3 1 0 0 0 0 0 -1;1 -3 1 0 0 0 0 -1;0 1 -1 1 0 0 1 1;0 0 1 -2 1 0 0 0;0 0 0 1 -3 1 0 -1;0 0 0 0 1 -2 0 0;0 0 1 0 0 0 -1 1;-1 -1 1 0 -1 0 1 3
30,29,6,-25,1,-3 1 0 0 0 0 -1;1 -2 1 0 0 0 0;0 1 -1 1 0 1 1;0 0 1 -3 1 0 -1;0 0 0 1 -2 0 0;0 0 1 0 0 -1 1;-1 0 1 -1 0 1 4
30,30,7,49,1,-3 1 0 0 0 0 0 -1;1 -2 1 0 0 0 0 0;0 1 -2 1 0 0 0 0;0 0 1 -1 1 0 1 1;0 0 0 1 -4 1 0 -2;0 0 0 0 1 -2 0 0;0 0 0 1 0 0 -1 1;-1 0 0 1 -2 0 1 3
30,31,4,-4,1,-2 1 0 0 0;1 -1 1 1 1;0 1 -2 0 0;0 1 0 -1 1;0 1 0 1 6
30,32,6,-25,1,-2 1 0 0 0 0 0;1 -3 1 0 0 0 -1;0 1 -1 1 0 1 1;0 0 1 -2 1 0 0;0 0 0 1 -3 0 -1;0 0 1 0 0 -1 1;0 -1 1 0 -1 1 4
30,33,5,9,1,-2 1 0 0 0 0;1 -2 1 0 0 0;0 1 -1 1 1 1;0 0 1 -3 0 -1;0 0 1 0 -1 1;0 0 1 -1 1 5
30,34,6,-16,1,-2 1 0 0 0 0 0;1 -2 1 0 0 0 0;0 1 -2 1 0 0 0;0 0 1 -1 1 1 1;0 0 0 1 -4 0 -2;0 0 0 1 0 -1 1;0 0 0 1 -2 1 4
30,35,2,-1,1,0 1 2;1 -1 1;2 1 8
31,1,14,-4,1,0 1 0 0 0 0 0 0 0 0 0 0 0 1 2;1 -1 1 0 0 0 0 0 0 0 0 0 0 0 1;0 1 -3 1 0 0 0 0 0 0 0 0 0 0 -1;0 0 1 -1 1 0 0 0 0 0 0 0 0 0 1;0 0 0 1 -4 1 0 0 0 0 0 0 0 0 -2;0 0 0 0 1 -1 1 0 0 0 0 0 0 0 1;0 0 0 0 0 1 -4 1 0 0 0 0 0 0 -2;0 0 0 0 0 0 1 -1 1 0 0 0 0 0 1;0 0 0 0 0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 0 0 1 -1 1 0 1;0 0 0 0 0 0 0 0 0 0 0 1 -12 0 -10;1 0 0 0 0 0 0 0 0 0 0 0 0 -1 1;2 1 -1 1 -2 1 -2 1 -1 0 0 1 -10 1 -4
31,15,4,-9,1,-4 1 0 0 -2;1 0 1 1 2;0 1 -1 0 1;0 1 0 -1 1;-2 2 1 1 6
31,21,4,-9,1,0 1 0 1 2;1 -1 1 0 1;0 1 -5 0 -3;1 0 0 -1 1;2 1 -3 1 6
31,35,4,-4,1,0 1 0 0 2;1 -2 1 0 0;0 1 -5 1 -3;0 0 1 -1 1;2 0 -3 1 6
32,15,4,-4,1,-4 1 0 0 -2;1 0 1 1 2;0 1 0 0 2;0 1 0 -1 1;-2 2 2 1 6
32,23,4,-4,1,0 1 0 0 2;1 -2 1 1 0;0 1 -4 0 -2;0 1 0 -1 1;2 0 -2 1 6
33,23,4,-4,1,-4 1 0 0 -2;1 0 1 1 2;0 1 0 0 2;0 1 0 -1 1;-2 2 2 1 6
33,28,7,36,1,-3 1 0 0 0 0 0 -1;1 -3 1 0 0 0 0 -1;0 1 -1 1 0 0 1 1;0 0 1 -2 1 0 0 0;0 0 0 1 -2 1 0 0;0 0 0 0 1 -2 0 0;0 0 1 0 0 0 -1 1;-1 -1 1 0 0 0 1 3
33,34,7,36,1,-2 1 0 0 0 0 0 0;1 -2 1 0 0 0 0 0;0 1 -2 1 0 0 0 0;0 0 1 -1 1 0 1 1;0 0 0 1 -3 1 0 -1;0 0 0 0 1 -3 0 -1;0 0 0 1 0 0 -1 1;0 0 0 1 -1 -1 1 3
33,36,4,-4,1,0 1 0 0 2;1 -1 1 1 1;0 1 -4 0 -2;0 1 0 -1 1;2 1 -2 1 6
34,8,8,-64,1,-2 0 1 0 0 0 0 0 0;0 -2 1 0 0 0 0 0 0;1 1 -3 1 0 0 0 0 -1;0 0 1 -2 1 0 0 0 0;0 0 0 1 -1 1 0 1 1;0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 1 -2 0 0;0 0 0 0 1 0 0 -1 1;0 0 -1 0 1 -1 0 1 2
34,12,9,100,1,-2 0 1 0 0 0 0 0 0 0;0 -2 1 0 0 0 0 0 0 0;1 1 -2 1 0 0 0 0 0 0;0 0 1 -3 1 0 0 0 0 -1;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 0 1 -3 0 -1;0 0 0 0 0 1 0 0 -1 1;0 0 0 -1 0 1 -1 -1 1 1
34,13,7,16,1,-2 0 1 0 0 0 0 0;0 -2 1 0 0 0 0 0;1 1 -2 1 0 0 0 0;0 0 1 -2 1 0 0 0;0 0 0 1 -1 1 1 1;0 0 0 0 1 -3 0 -1;0 0 0 0 1 0 -1 1;0 0 0 0 1 -1 1 3
34,22,12,-196,1,-2 0 1 0 0 0 0 0 0 0 0 0 0;0 -2 1 0 0 0 0 0 0 0 0 0 0;1 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 1 -4 1 0 0 0 0 -2;0 0 0 0 0 0 1 -1 1 0 0 1 1;0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 0 0 1 0 0 0 -1 1;0 0 0 0 0 0 -2 1 0 0 -4 1 -2
34,33,12,-36,1,-2 0 1 0 0 0 0 0 0 0 0 0 0;0 -2 1 0 0 0 0 0 0 0 0 0 0;1 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 1 -1 1 1 1;0 0 0 0 0 0 0 0 0 1 -8 0 -6;0 0 0 0 0 0 0 0 0 1 0 -1 1;0 0 0 0 0 0 0 0 0 1 -6 1 -2
34,39,4,-4,1,-1 1 1 0 1;1 -1 1 0 1;1 1 0 1 2;0 0 1 -1 1;1 1 2 1 6
35,1,3,1,1,-3 1 1 -1;1 0 0 2;1 0 -1 1;-1 2 1 7
35,10,8,-169,1,-4 1 0 0 0 0 0 0 -2;1 -2 1 0 0 0 0 0 0;0 1 -4 1 0 0 0 0 -2;0 0 1 -1 1 0 0 1 1;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -3 0 -1;0 0 0 1 0 0 0 -1 1;-2 0 -2 1 0 0 -1 1 2
35,21,8,-81,1,-4 1 0 0 0 0 0 0 -2;1 -2 1 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0;0 0 1 -2 1 0 0 0 0;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -1 1 1 1;0 0 0 0 0 1 -5 0 -3;0 0 0 0 0 1 0 -1 1;-2 0 0 0 0 1 -3 1 2
35,39,3,4,1,-3 1 0 -1;1 0 1 2;0 1 -1 1;-1 2 1 7
37,1,20,-1,1,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2;1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1;0 1 -3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1;0 0 1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1;0 0 0 1 -4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2;0 0 0 0 1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1;0 0 0 0 0 1 -4 1 0 0 0 0 0 0 0 0 0 0 0 0 -2;0 0 0 0 0 0 1 -1 1 0 0 0 0 0 0 0 0 0 0 0 1;0 0 0 0 0 0 0 1 -4 1 0 0 0 0 0 0 0 0 0 0 -2;0 0 0 0 0 0 0 0 1 -1 1 0 0 0 0 0 0 0 0 0 1;0 0 0 0 0 0 0 0 0 1 -4 1 0 0 0 0 0 0 0 0 -2;0 0 0 0 0 0 0 0 0 0 1 -1 1 0 0 0 0 0 0 0 1;0 0 0 0 0 0 0 0 0 0 0 1 -4 1 0 0 0 0 0 0 -2;0 0 0 0 0 0 0 0 0 0 0 0 1 -1 1 0 0 0 0 0 1;0 0 0 0 0 0 0 0 0 0 0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 1 0 1;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -12 0 -10;1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1;2 1 -1 1 -2 1 -2 1 -2 1 -2 1 -2 1 -1 0 0 1 -10 1 -10
37,41,4,-1,1,0 1 0 0 2;1 -2 1 0 0;0 1 -2 1 0;0 0 1 -1 1;2 0 0 1 6
38,23,4,-4,1,-4 1 0 0 -2;1 0 1 1 2;0 1 0 0 2;0 1 0 -1 1;-2 2 2 1 6
38,28,7,36,1,-3 1 0 0 0 0 0 -1;1 -3 1 0 0 0 0 -1;0 1 -1 1 0 0 1 1;0 0 1 -2 1 0 0 0;0 0 0 1 -2 1 0 0;0 0 0 0 1 -2 0 0;0 0 1 0 0 0 -1 1;-1 -1 1 0 0 0 1 3
38,34,7,36,1,-2 1 0 0 0 0 0 0;1 -2 1 0 0 0 0 0;0 1 -2 1 0 0 0 0;0 0 1 -1 1 0 1 1;0 0 0 1 -3 1 0 -1;0 0 0 0 1 -3 0 -1;0 0 0 1 0 0 -1 1;0 0 0 1 -1 -1 1 3
38,38,4,-4,1,0 1 0 0 2;1 -2 1 1 0;0 1 -4 0 -2;0 1 0 -1 1;2 0 -2 1 6
40,1,2,-1,1,0 1 2;1 -1 1;2 1 8
40,2,2,-1,1,0 1 2;1 -1 1;2 1 8
40,3,13,121,1,-11 1 0 0 0 0 0 0 0 0 0 0 0 -9;1 -1 1 0 0 0 0 0 0 0 0 0 1 1;0 1 -2 1 0 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 0 1 -2 0 0;0 1 0 0 0 0 0 0 0 0 0 0 -1 1;-9 1 0 0 0 0 0 0 0 0 0 0 1 -3
40,4,12,-100,1,-10 1 0 0 0 0 0 0 0 0 0 0 -8;1 -1 1 0 0 0 0 0 0 0 0 1 1;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 1 -2 0 0;0 1 0 0 0 0 0 0 0 0 0 -1 1;-8 1 0 0 0 0 0 0 0 0 0 1 -2
40,5,11,81,1,-9 1 0 0 0 0 0 0 0 0 0 -7;1 -1 1 0 0 0 0 0 0 0 1 1;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -2 0 0;0 1 0 0 0 0 0 0 0 0 -1 1;-7 1 0 0 0 0 0 0 0 0 1 -1
40,6,10,-64,1,-8 1 0 0 0 0 0 0 0 0 -6;1 -1 1 0 0 0 0 0 0 1 1;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -2 0 0;0 1 0 0 0 0 0 0 0 -1 1;-6 1 0 0 0 0 0 0 0 1 0
40,7,11,225,1,-8 1 0 0 0 0 0 0 0 0 0 -6;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -1 1 0 0 0 0 0 0 1 1;0 0 1 -3 1 0 0 0 0 0 0 -1;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 0 0 -1 1;-6 0 1 -1 0 0 0 0 0 0 1 -1
40,8,9,49,1,-7 1 0 0 0 0 0 0 0 -5;1 -1 1 0 0 0 0 0 1 1;0 1 -2 1 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -2 0 0;0 1 0 0 0 0 0 0 -1 1;-5 1 0 0 0 0 0 0 1 1
40,9,11,400,1,-7 1 0 0 0 0 0 0 0 0 0 -5;1 -3 1 0 0 0 0 0 0 0 0 -1;0 1 -1 1 0 0 0 0 0 0 1 1;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 0 0 -1;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 0 0 -1 1;-5 -1 1 0 -1 0 0 0 0 0 1 -1
40,10,10,-169,1,-7 1 0 0 0 0 0 0 0 0 -5;1 -2 1 0 0 0 0 0 0 0 0;0 1 -1 1 0 0 0 0 0 1 1;0 0 1 -3 1 0 0 0 0 0 -1;0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 0 -1 1;-5 0 1 -1 0 0 0 0 0 1 0
40,11,11,361,1,-7 1 0 0 0 0 0 0 0 0 0 -5;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -1 1 0 0 0 0 0 1 1;0 0 0 1 -4 1 0 0 0 0 0 -2;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -2 0 0;0 0 0 1 0 0 0 0 0 0 -1 1;-5 0 0 1 -2 0 0 0 0 0 1 -1
40,12,12,-625,1,-7 1 0 0 0 0 0 0 0 0 0 0 -5;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -1 1 0 0 0 0 0 1 1;0 0 0 0 1 -5 1 0 0 0 0 0 -3;0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 1 -2 0 0;0 0 0 0 1 0 0 0 0 0 0 -1 1;-5 0 0 0 1 -3 0 0 0 0 0 1 -2
40,13,8,-36,1,-6 1 0 0 0 0 0 0 -4;1 -1 1 0 0 0 0 1 1;0 1 -2 1 0 0 0 0 0;0 0 1 -2 1 0 0 0 0;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -2 0 0;0 1 0 0 0 0 0 -1 1;-4 1 0 0 0 0 0 1 2
40,14,11,529,1,-6 1 0 0 0 0 0 0 0 0 0 -4;1 -4 1 0 0 0 0 0 0 0 0 -2;0 1 -1 1 0 0 0 0 0 0 1 1;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 0 0 -1 1;-4 -2 1 0 0 -1 0 0 0 0 1 -1
40,15,10,-289,1,-6 1 0 0 0 0 0 0 0 0 -4;1 -3 1 0 0 0 0 0 0 0 -1;0 1 -1 1 0 0 0 0 0 1 1;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 0 -1 1;-4 -1 1 0 -1 0 0 0 0 1 0
40,16,9,121,1,-6 1 0 0 0 0 0 0 0 -4;1 -2 1 0 0 0 0 0 0 0;0 1 -1 1 0 0 0 0 1 1;0 0 1 -3 1 0 0 0 0 -1;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 -1 1;-4 0 1 -1 0 0 0 0 1 1
